Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0942421W;Ecole primaire Simone Veil;Ecole;Public;34 rue Mirabeau;;94300 VINCENNES;94300;94080;Vincennes;094;24;11;1;1;;;;0143986536;;;ce.0942421W@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940080100458;;48.85296687063419, 2.4375280605683227;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;658726.8;6861583.3;EPSG:2154;Circonscription d'inspection du 1er degré de Vincennes;48.85296687063419;2.4375280605683227;Numéro de rue;2018-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0942188T;;;0940935F;;;;
0942425A;Ecole maternelle Mélanie Bonis;Ecole;Public;9 rue du bois d'Auteuil;;94440 VILLECRESNES;94440;94075;Villecresnes;094;24;11;1;0;;;;0156732013;;;ce.0942425A@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940075100083;;48.71458810529251, 2.541734559215901;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666283.9;6846148.1;EPSG:2154;Circonscription d'inspection du 1er degré de Boissy-Saint-Léger;48.71458810529251;2.541734559215901;Numéro de rue;2018-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0942187S;;;0941397H;;;;
0942616H;Ecole élémentaire Simone Franceschi;Ecole;Public;4 rue de Bordeaux;;94140 ALFORTVILLE;94140;94002;Alfortville;094;24;11;0;1;;;;0143757090;;;ce.0942616H@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940002500041;;48.78756793631583, 2.4274625795628584;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;657935.5;6854317.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Alfortville;48.78756793631583;2.4274625795628584;Numéro de rue;2025-09-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941021Z;;;0940934E;;;;
0940512W;Ecole maternelle Marcel Cachin;Ecole;Public;87 rue Diderot;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;1;0;;;;0155093061;;;ce.0940512W@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940017300395;;48.812892192823, 2.491976446908508;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;662693.4;6857100.3;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 1;48.812892192823;2.491976446908508;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941431V;;;0940923T;;;;
0940533U;Ecole élémentaire Marcel Cachin;Ecole;Public;41 rue Sébastopol;;94600 CHOISY LE ROI;94600;94022;Choisy-le-Roi;094;24;11;0;1;;;;0148840272;;;ce.0940533U@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940022300182;;48.77084661793696, 2.4061825890444117;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;656358.1;6852469.4;EPSG:2154;Circonscription d'inspection du 1er degré de Choisy-le-Roi;48.77084661793696;2.4061825890444117;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941040V;;;0940925V;;;;
0940559X;Ecole maternelle Jacques Decour;Ecole;Public;37 avenue du Docteur Roux;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;1;0;;;;0155971741;;;ce.0940559X@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940017300304;;48.81604586976784, 2.485148709601334;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;662194.3;6857454.2;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 1;48.81604586976784;2.485148709601334;Numéro de rue;1965-12-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941431V;;;0940923T;;;;
0940565D;Ecole élémentaire Benoit Malon;Ecole;Public;1 rue Jean Mermoz;;94270 LE KREMLIN BICETRE;94270;94043;Le Kremlin-Bicêtre;094;24;11;0;1;;;;0149601730;;;ce.0940565D@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940043900101;;48.804335068740464, 2.3505205557301405;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;652298.0;6856225.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Arcueil;48.804335068740464;2.3505205557301405;BATIMENT;1965-12-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940022N;;;0940928Y;;;;
0940568G;Ecole élémentaire Pierre Brossolette;Ecole;Public;154 bis avenue Pierre Brossolette;;94170 LE PERREUX SUR MARNE;94170;94058;Le Perreux-sur-Marne;094;24;11;0;1;;;;0153481156;;;ce.0940568G@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940058700040;;48.834632921937946, 2.507544531311856;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;663851.7;6859510.4;EPSG:2154;Circonscription d'inspection du 1er degré de Nogent-sur-Marne;48.834632921937946;2.507544531311856;Numéro de rue;1965-12-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940788W;;;0942241A;;;;
0940572L;Ecole maternelle Maximilien Robespierre;Ecole;Public;8 rue Daumier;;94800 VILLEJUIF;94800;94076;Villejuif;094;24;11;1;0;;;;0147266100;;;ce.0940572L@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940076900119;;48.791943419566934, 2.370742234265794;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;653772.2;6854835.2;EPSG:2154;Circonscription d'inspection du 1er degré de Villejuif;48.791943419566934;2.370742234265794;Numéro de rue;1965-12-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941038T;;;0940920P;;;;
0940631A;Ecole élémentaire Paul Eluard;Ecole;Public;Rue Gaston Monmousseau;;94460 VALENTON;94460;94074;Valenton;094;24;11;0;1;;;;0143894758;;;ce.0940631A@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940074400088;;48.74695203001656, 2.4697051727803103;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661008.7;6849779.5;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.74695203001656;2.4697051727803103;Rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941052H;;;0941980S;;;;
0940638H;Ecole élémentaire Condorcet B;Ecole;Public;2 rue Condorcet;;94190 VILLENEUVE ST GEORGES;94190;94078;Villeneuve-Saint-Georges;094;24;11;0;1;;;;0143864196;;;ce.0940638H@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940078500172;;48.736931199195084, 2.462808059632565;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;660494.0;6848668.8;EPSG:2154;Circonscription d'inspection du 1er degré de Villeneuve-Saint-Georges;48.736931199195084;2.462808059632565;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940791Z;;;0940933D;;;;
0940668R;Ecole primaire Jacques Dore;Ecole;Public;4 rue Durmersheim;;94430 CHENNEVIERES SUR MARNE;94430;94019;Chennevières-sur-Marne;094;24;11;1;1;;;;0145760683;;;ce.0940668R@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940019900143;;48.79496095300337, 2.53199906949075;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;665620.6;6855088.4;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 2;48.79496095300337;2.53199906949075;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941348E;;;0940924U;;;;
0940680D;Ecole élémentaire Jean Jaurès;Ecole;Public;2 rue Léon Blum;;94880 NOISEAU;94880;94053;Noiseau;094;24;11;0;1;;;;0145901820;;;ce.0940680D@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940053800035;;48.77506261248581, 2.546654836522682;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666684.5;6852869.7;EPSG:2154;Circonscription d'inspection du 1er degré de Marolles-en-Brie;48.77506261248581;2.546654836522682;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940748C;;;0941460B;;;;
0940705F;Ecole élémentaire Les Merles;Ecole;Public;4 rue d'Yerres;;94440 VILLECRESNES;94440;94075;Villecresnes;094;24;11;0;1;;;;0145103934;;;ce.0940705F@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940075100067;;48.72142859689128, 2.5327420567128383;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;665626.8;6846912.5;EPSG:2154;Circonscription d'inspection du 1er degré de Boissy-Saint-Léger;48.72142859689128;2.5327420567128383;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0942187S;;;0941397H;;;;
0940707H;Ecole élémentaire Jules Ferry;Ecole;Public;3 rue Jules Ferry;;94350 VILLIERS SUR MARNE;94350;94079;Villiers-sur-Marne;094;24;11;0;1;;;;0149411987;;;ce.0940707H@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940079300069;;48.82751823919415, 2.538939822707178;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666151.6;6858705.4;EPSG:2154;Circonscription d'inspection du 1er degré de Villiers-sur-Marne;48.82751823919415;2.538939822707178;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940625U;;;0942138N;;;;
0940716T;Ecole maternelle Pauline Kergomard;Ecole;Public;58 avenue Carnot;;94290 VILLENEUVE LE ROI;94290;94077;Villeneuve-le-Roi;094;24;11;1;0;;;;0149613643;;;ce.0940716T@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940077700062;;48.73561138661784, 2.4160036518069674;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;657050.9;6848546.5;EPSG:2154;Circonscription d'inspection  du 1er degre d'Orly;48.73561138661784;2.4160036518069674;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940743X;;;0942396U;;;;
0940718V;Ecole maternelle Paul Painlevé;Ecole;Public;100 rue Paul Painlevé;;94290 VILLENEUVE LE ROI;94290;94077;Villeneuve-le-Roi;094;24;11;1;0;;;;0145978351;;;ce.0940718V@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940077700088;;48.73885780459252, 2.414970580614992;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;656977.6;6848908.0;EPSG:2154;Circonscription d'inspection  du 1er degre d'Orly;48.73885780459252;2.414970580614992;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940743X;;;0942396U;;;;
0940722Z;Ecole maternelle André Le Nôtre;Ecole;Public;30 rue André Le Nôtre;;94490 ORMESSON SUR MARNE;94490;94055;Ormesson-sur-Marne;094;24;11;1;0;;;;0145767363;;;ce.0940722Z@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940055300059;;48.7811194802637, 2.532730185228217;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;665665.2;6853549.1;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.7811194802637;2.532730185228217;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941410X;;;0941980S;;;;
0940723A;Ecole maternelle La Fontaine;Ecole;Public;22 rue du Centre;;94490 ORMESSON SUR MARNE;94490;94055;Ormesson-sur-Marne;094;24;11;1;0;;;;0145767492;;;ce.0940723A@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940055300067;;48.78280240513612, 2.525919731767621;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;665165.9;6853739.2;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.78280240513612;2.525919731767621;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941410X;;;0941980S;;;;
0940731J;Ecole maternelle Jean Jaurès;Ecole;Public;1 rue Louise Adelaïde;;94350 VILLIERS SUR MARNE;94350;94079;Villiers-sur-Marne;094;24;11;1;0;;;;0175488139;;;ce.0940731J@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940079300036;;48.823301133040495, 2.5495587846912016;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666928.5;6858232.0;EPSG:2154;Circonscription d'inspection du 1er degré de Villiers-sur-Marne;48.823301133040495;2.5495587846912016;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940625U;;;0942138N;;;;
0940741V;Ecole maternelle Henri Wallon;Ecole;Public;4 allée Darius Milhaud;;94460 VALENTON;94460;94074;Valenton;094;24;11;1;0;;;;0143896042;;;ce.0940741V@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940074400047;;48.74904166539517, 2.4615246567266946;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;660408.8;6850015.9;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.74904166539517;2.4615246567266946;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941052H;;;0941980S;;;;
0940758N;Ecole maternelle Pauline Kergomard;Ecole;Public;Allée du 8 Mai 1945;;94140 ALFORTVILLE;94140;94002;Alfortville;094;24;11;1;0;;;;0143756242;;;ce.0940758N@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940002500165;;48.79161234017146, 2.4268600943130716;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;657894.5;6854767.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Alfortville;48.79161234017146;2.4268600943130716;Rue;1967-10-09;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941022A;;;0940934E;;;;
0940764V;Ecole élémentaire La Fosse Rouge;Ecole;Public;Rue du Grand Val;;94370 SUCY EN BRIE;94370;94071;Sucy-en-Brie;094;24;11;0;1;;;;0149829241;;;ce.0940764V@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940071000162;;48.77625175169175, 2.5247041581056093;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;665072.2;6853011.4;EPSG:2154;Circonscription d'inspection du 1er degré de Marolles-en-Brie;48.77625175169175;2.5247041581056093;Rue;1967-10-09;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940617K;;;0941460B;;;;
0940770B;Ecole maternelle Anton Makarenko;Ecole;Public;1 rue Camille Blanc;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;1;0;;;;0155531571;;;ce.0940770B@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940081900302;;48.782539147848595, 2.39759778139078;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655737.1;6853774.2;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 2;48.782539147848595;2.39759778139078;Numéro de rue;1967-10-18;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941224V;;;0941461C;;;;
0940954B;Ecole élémentaire Aimé et Eugenie Cotton;Ecole;Public;7 avenue de la République;;94380 BONNEUIL SUR MARNE;94380;94011;Bonneuil-sur-Marne;094;24;11;0;1;;;;0149805438;;;ce.0940954B@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940011600089;;48.766780459260815, 2.479475350200809;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661741.6;6851979.3;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.766780459260815;2.479475350200809;Numéro de rue;1969-03-18;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940171A;;;0941980S;;;;
0941057N;Ecole élémentaire Jacques Solomon;Ecole;Public;1 rue Jacques Solomon;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;0;1;;;;0153881075;;;ce.0941057N@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP+;;21940017300346;;48.80611045360577, 2.5485689615357274;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666844.9;6856321.0;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 2;48.80611045360577;2.5485689615357274;Numéro de rue;1969-07-15;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940787V;;;0940924U;;;;
0941068A;Ecole maternelle Jules Verne;Ecole;Public;9 avenue de la Commune de Paris;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;1;0;;;;0147183971;;;ce.0941068A@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940081900443;;48.782406297094155, 2.391790620374535;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655310.3;6853762.7;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 2;48.782406297094155;2.391790620374535;Numéro de rue;1969-07-15;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941224V;;;0941461C;;;;
0941117D;Ecole élémentaire les Noyers;Ecole;Public;35 rue de la République;;94370 SUCY EN BRIE;94370;94071;Sucy-en-Brie;094;24;11;0;1;;;;0145902953;;;ce.0941117D@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940071000121;;48.77861202470452, 2.509412293736501;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;663950.1;6853280.7;EPSG:2154;Circonscription d'inspection du 1er degré de Marolles-en-Brie;48.77861202470452;2.509412293736501;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940617K;;;0941460B;;;;
0941124L;Ecole élémentaire Romain Rolland;Ecole;Public;Allée Maxime Gorki;;94120 FONTENAY SOUS BOIS;94120;94033;Fontenay-sous-Bois;094;24;11;0;1;;;;0171335783;;;ce.0941124L@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940033000128;;48.85036104749653, 2.478948486117647;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661764.2;6861272.7;EPSG:2154;Circonscription d'inspection du 1er degré de Fontenay-sous-Bois;48.85036104749653;2.478948486117647;Rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941090Z;;;0940931B;;;;
0941129S;Ecole élémentaire Paul Doumer;Ecole;Public;80 avenue du Président Wilson;;94230 CACHAN;94230;94016;Cachan;094;24;11;0;1;;;;0149696061;;;ce.0941129S@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940016500110;;48.787683778955234, 2.323008354691963;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;650261.5;6854390.6;EPSG:2154;Circonscription d'inspection du 1er degré de Cachan;48.787683778955234;2.323008354691963;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941100K;;;0940922S;;;;
0941130T;Ecole élémentaire Le Coteau;Ecole;Public;36 rue des Vignes;;94230 CACHAN;94230;94016;Cachan;094;24;11;0;1;;;;0149696034;;;ce.0941130T@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940016500102;;48.792042057528505, 2.3396815340268646;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;651490.5;6854864.8;EPSG:2154;Circonscription d'inspection du 1er degré de Cachan;48.792042057528505;2.3396815340268646;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941100K;;;0940922S;;;;
0941144H;Ecole maternelle les Fleurs;Ecole;Public;Rue des Plantes;;94440 VILLECRESNES;94440;94075;Villecresnes;094;24;11;1;0;;;;0145991717;;;ce.0941144H@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940075100059;;48.71916476623778, 2.5261451116618794;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;665140.0;6846663.7;EPSG:2154;Circonscription d'inspection du 1er degré de Boissy-Saint-Léger;48.71916476623778;2.5261451116618794;Rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0942187S;;;0941397H;;;;
0941246U;Ecole élémentaire Henri Barbusse;Ecole;Public;10 rue Henri Barbusse;;94110 ARCUEIL;94110;94003;Arcueil;094;24;11;0;1;;;;0146158372;;;ce.0941246U@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940003300060;;48.807583457776744, 2.336721976709893;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;651287.6;6856594.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Arcueil;48.807583457776744;2.336721976709893;Numéro de rue;1971-05-27;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941971G;;;0940928Y;;;;
0941249X;Ecole maternelle Anatole France 1;Ecole;Public;10 square Jean Goujon;CHAMPIGNY SUR MARNE / BP 94500;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;1;0;;;;0153881061;;;ce.0941249X@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP+;;21940017300486;;48.80628108205705, 2.552328203328071;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;667121.1;6856338.4;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 2;48.80628108205705;2.552328203328071;Rue;1971-06-02;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940787V;;;0940924U;;;;
0941254C;Ecole élémentaire Chateaubriand;Ecole;Public;11 avenue Corvisart;;94000 CRETEIL;94000;94028;Créteil;094;24;11;0;1;;;;0145172891;;;ce.0941254C@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940028000091;;48.786460325792234, 2.451526511599158;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;659702.6;6854181.3;EPSG:2154;Circonscription d'inspection du 1er degré de Créteil 1;48.786460325792234;2.451526511599158;Numéro de rue;1971-06-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940003T;;;0940926W;;;;
0941261K;Ecole maternelle de Lattre de Tassigny;Ecole;Public;45 rue de la Gaieté;;94170 LE PERREUX SUR MARNE;94170;94058;Le Perreux-sur-Marne;094;24;11;1;0;;;;0148729831;;;ce.0941261K@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940058700107;;48.84747368050467, 2.504235897975975;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;663617.8;6860939.7;EPSG:2154;Circonscription d'inspection du 1er degré de Nogent-sur-Marne;48.84747368050467;2.504235897975975;Numéro de rue;1971-06-02;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940788W;;;0942241A;;;;
0941277C;Ecole élémentaire Jean Vilar;Ecole;Public;10 bis rue René Hamon;;94800 VILLEJUIF;94800;94076;Villejuif;094;24;11;0;1;;;;0147262408;;;ce.0941277C@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940076900192;;48.78920492399127, 2.3616200418803457;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;653099.6;6854536.1;EPSG:2154;Circonscription d'inspection du 1er degré de Villejuif;48.78920492399127;2.3616200418803457;Numéro de rue;1971-06-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941038T;;;0940920P;;;;
0941341X;Ecole maternelle La Fontaine;Ecole;Public;Rue Jean de la Fontaine;;94430 CHENNEVIERES SUR MARNE;94430;94019;Chennevières-sur-Marne;094;24;11;1;0;;;;0145766374;;;ce.0941341X@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940019900150;;48.80407906196862, 2.5560940464051445;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;667396.3;6856092.0;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 2;48.80407906196862;2.5560940464051445;Rue;1972-10-23;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940787V;;;0940924U;;;;
